what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117633400
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343117660260
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343117663104
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1343117665182
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343117665182
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343117667588
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1343117667588
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343117670010
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343117671260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117715166
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117715166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117715275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117720760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117767963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117767979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117768088
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117780588
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343117782416
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1343117785275
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1343117785275
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1343117785354
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1343117785354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117787979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117789072
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1343117789104
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1343117789104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117793916
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117915057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343117935854
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118011166
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118028213
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343118085010
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343118087135
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118096307
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343118102338
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118113775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118190604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118190697
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118191291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118219697
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343118219744
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118234338
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343118248104
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343118254182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118258150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343118260432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118270057
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1343118270088
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118272150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118276666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118316057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118362057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118362057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118362432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118367463
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343118368104
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118391369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343118400385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343118400885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118417791
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1343118470432
started,bundle,org.eclipse.ant.core,3.2.201.v20110203_r362,"org.eclipse.ant.core",1343118474322
started,bundle,org.eclipse.pde.build,3.6.2.R36x_20110203,"org.eclipse.pde.build",1343118475182
started,bundle,com.ibm.ccl.ua.generators.sitexml,1.0.0.v20080827,"com.ibm.ccl.ua.generators.sitexml",1343118475182
started,bundle,com.ibm.teamz.supa.client.core,2.1.0.v20110308_0258,"com.ibm.teamz.supa.client.core",1343118475775
started,bundle,com.ibm.teamz.supa.search.common.ui,2.1.0.v20110308_0258,"com.ibm.teamz.supa.search.common.ui",1343118475791
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1343118488150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118514557
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1343118518244
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1343118518244
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1343118518354
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1343118518369
started,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.6.0.xx-20111212-0800-e36-RELEASE,"org.codehaus.groovy.eclipse.codeassist.completion",1343118518416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118531666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118548588
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343118553650
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343118643135
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343118684197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118699057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118701166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118701541
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118701557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118704025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118730307
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118733838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118800025
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118803104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118813869
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118824713
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1343118859932
started,bundle,org.tmatesoft.svnkit,1.1.4,"org.tmatesoft.svnkit",1343118860291
started,bundle,com.ibm.team.scm.svn.rcp.ui,2.1.0.v20110308_0258,"com.ibm.team.scm.svn.rcp.ui",1343118860291
started,bundle,com.ibm.team.scm.svn.esubversive.ui,2.1.0.v20110308_0258,"com.ibm.team.scm.svn.esubversive.ui",1343118860307
started,bundle,com.ibm.team.workitem.java.common,2.1.0.v20110308_0258,"com.ibm.team.workitem.java.common",1343118860354
started,bundle,com.ibm.team.scm.svn.subclipse.ui,2.1.0.v20110308_0258,"com.ibm.team.scm.svn.subclipse.ui",1343118860385
started,bundle,com.ibm.team.workitem.ide.ui,2.2.0.v20110308_0258,"com.ibm.team.workitem.ide.ui",1343118860400
executed,command,com.ibm.team.apt.ide.ui,,"org.eclipse.ui.edit.selectAll",1343118860822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343118862916
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343118869135
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118870510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343118875963
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343118877385
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343118882119
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343118886260
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1343118887463
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1343118887525
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1343118887635
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1343118887666
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1343118887697
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118892182
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118898822
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118899275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118907947
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1343118909291
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1343118911041
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343118924557
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343118931322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343118935416
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343118941916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118947807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118950947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343118950963
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343118956150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119015775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1343119015838
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1343119020025
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343119023979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119031635
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1343119055244
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1343119055322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343119055369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1343119055447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343119059385
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1343119059385
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343119060275
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119063135
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119063213
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1343119065729
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119072604
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119072666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1343119074854
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119076432
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343119078775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343119080182
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1343119081150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343119082072
